Ref_Date,GEO,COMPONENTS,Vector,Coordinate,Value
2008/03,Alberta,Deliveries to the United States,v44159021,10.8,23895.0
2008/04,Alberta,Deliveries to the United States,v44159021,10.8,19491.0
2008/05,Alberta,Deliveries to the United States,v44159021,10.8,11069.0
2008/06,Alberta,Deliveries to the United States,v44159021,10.8,661.0
2008/07,Alberta,Deliveries to the United States,v44159021,10.8,10251.0
2008/08,Alberta,Deliveries to the United States,v44159021,10.8,6230.0
2008/09,Alberta,Deliveries to the United States,v44159021,10.8,6604.0
2008/10,Alberta,Deliveries to the United States,v44159021,10.8,39150.0
2008/11,Alberta,Deliveries to the United States,v44159021,10.8,20426.0
2008/12,Alberta,Deliveries to the United States,v44159021,10.8,13252.0
2009/01,Alberta,Deliveries to the United States,v44159021,10.8,16509.0
2009/02,Alberta,Deliveries to the United States,v44159021,10.8,25474.0
2009/03,Alberta,Deliveries to the United States,v44159021,10.8,14782.0
2009/04,Alberta,Deliveries to the United States,v44159021,10.8,23810.0
2009/05,Alberta,Deliveries to the United States,v44159021,10.8,39225.0
2009/06,Alberta,Deliveries to the United States,v44159021,10.8,5204.0
2009/07,Alberta,Deliveries to the United States,v44159021,10.8,26074.0
2009/08,Alberta,Deliveries to the United States,v44159021,10.8,16017.0
2009/09,Alberta,Deliveries to the United States,v44159021,10.8,747.0
2009/10,Alberta,Deliveries to the United States,v44159021,10.8,13099.0
2009/11,Alberta,Deliveries to the United States,v44159021,10.8,11403.0
2009/12,Alberta,Deliveries to the United States,v44159021,10.8,24046.0
2010/01,Alberta,Deliveries to the United States,v44159021,10.8,4264.0
2010/02,Alberta,Deliveries to the United States,v44159021,10.8,8034.0
2010/03,Alberta,Deliveries to the United States,v44159021,10.8,7573.0
2010/04,Alberta,Deliveries to the United States,v44159021,10.8,5436.0
2010/05,Alberta,Deliveries to the United States,v44159021,10.8,3175.0
2010/06,Alberta,Deliveries to the United States,v44159021,10.8,552.0
2010/07,Alberta,Deliveries to the United States,v44159021,10.8,9614.0
2010/08,Alberta,Deliveries to the United States,v44159021,10.8,6557.0
2010/09,Alberta,Deliveries to the United States,v44159021,10.8,14355.0
2010/10,Alberta,Deliveries to the United States,v44159021,10.8,10698.0
2010/11,Alberta,Deliveries to the United States,v44159021,10.8,88713.0
2010/12,Alberta,Deliveries to the United States,v44159021,10.8,94313.0
2011/01,Alberta,Deliveries to the United States,v44159021,10.8,5059.0
2011/02,Alberta,Deliveries to the United States,v44159021,10.8,9936.0
2011/03,Alberta,Deliveries to the United States,v44159021,10.8,300.0
2011/04,Alberta,Deliveries to the United States,v44159021,10.8,945.0
2011/05,Alberta,Deliveries to the United States,v44159021,10.8,6000.0
2011/06,Alberta,Deliveries to the United States,v44159021,10.8,3584.0
2011/07,Alberta,Deliveries to the United States,v44159021,10.8,4967.0
2011/08,Alberta,Deliveries to the United States,v44159021,10.8,433.0
2011/09,Alberta,Deliveries to the United States,v44159021,10.8,4222.0
2011/10,Alberta,Deliveries to the United States,v44159021,10.8,3751.0
2011/11,Alberta,Deliveries to the United States,v44159021,10.8,13.0
2011/12,Alberta,Deliveries to the United States,v44159021,10.8,1723.0
2012/01,Alberta,Deliveries to the United States,v44159021,10.8,4870.0
2012/02,Alberta,Deliveries to the United States,v44159021,10.8,4456.0
2012/03,Alberta,Deliveries to the United States,v44159021,10.8,3248.0
2012/04,Alberta,Deliveries to the United States,v44159021,10.8,2570.0
2012/05,Alberta,Deliveries to the United States,v44159021,10.8,3508.0
2012/06,Alberta,Deliveries to the United States,v44159021,10.8,2448.0
2012/07,Alberta,Deliveries to the United States,v44159021,10.8,2730.0
2012/08,Alberta,Deliveries to the United States,v44159021,10.8,3663.0
2012/09,Alberta,Deliveries to the United States,v44159021,10.8,2520.0
2012/10,Alberta,Deliveries to the United States,v44159021,10.8,5677.0
2012/11,Alberta,Deliveries to the United States,v44159021,10.8,3068.0
2012/12,Alberta,Deliveries to the United States,v44159021,10.8,4477.0
2013/01,Alberta,Deliveries to the United States,v44159021,10.8,5575.0
2013/02,Alberta,Deliveries to the United States,v44159021,10.8,15849.0
2013/03,Alberta,Deliveries to the United States,v44159021,10.8,5218.0
2013/04,Alberta,Deliveries to the United States,v44159021,10.8,2983.0
2013/05,Alberta,Deliveries to the United States,v44159021,10.8,5502.0
2013/06,Alberta,Deliveries to the United States,v44159021,10.8,4178.0
2013/07,Alberta,Deliveries to the United States,v44159021,10.8,27537.0
2013/08,Alberta,Deliveries to the United States,v44159021,10.8,800.0
2013/09,Alberta,Deliveries to the United States,v44159021,10.8,428.0
2013/10,Alberta,Deliveries to the United States,v44159021,10.8,10026.0
2013/11,Alberta,Deliveries to the United States,v44159021,10.8,10613.0
2013/12,Alberta,Deliveries to the United States,v44159021,10.8,10322.0
2014/01,Alberta,Deliveries to the United States,v44159021,10.8,9308.0
2014/02,Alberta,Deliveries to the United States,v44159021,10.8,5367.0
2014/03,Alberta,Deliveries to the United States,v44159021,10.8,449.0
2014/04,Alberta,Deliveries to the United States,v44159021,10.8,569.0
2014/05,Alberta,Deliveries to the United States,v44159021,10.8,8757.0
2014/06,Alberta,Deliveries to the United States,v44159021,10.8,1299.0
2014/07,Alberta,Deliveries to the United States,v44159021,10.8,2203.0
2014/08,Alberta,Deliveries to the United States,v44159021,10.8,9998.0
2014/09,Alberta,Deliveries to the United States,v44159021,10.8,3041.0
2014/10,Alberta,Deliveries to the United States,v44159021,10.8,4233.0
2014/11,Alberta,Deliveries to the United States,v44159021,10.8,3813.0
2014/12,Alberta,Deliveries to the United States,v44159021,10.8,5230.0
2015/01,Alberta,Deliveries to the United States,v44159021,10.8,5306.0
2015/02,Alberta,Deliveries to the United States,v44159021,10.8,2551.0
2015/03,Alberta,Deliveries to the United States,v44159021,10.8,5345.0
2015/04,Alberta,Deliveries to the United States,v44159021,10.8,1254.0
2015/05,Alberta,Deliveries to the United States,v44159021,10.8,10829.0
2015/06,Alberta,Deliveries to the United States,v44159021,10.8,17503.0
2015/07,Alberta,Deliveries to the United States,v44159021,10.8,26491.0
2015/08,Alberta,Deliveries to the United States,v44159021,10.8,24558.0
2015/09,Alberta,Deliveries to the United States,v44159021,10.8,77587.0
2015/10,Alberta,Deliveries to the United States,v44159021,10.8,89867.0
2015/11,Alberta,Deliveries to the United States,v44159021,10.8,15125.0
2015/12,Alberta,Deliveries to the United States,v44159021,10.8,16082.0
2008/01,Alberta,Total firm deliveries,v44159022,10.9,5541.0
2008/02,Alberta,Total firm deliveries,v44159022,10.9,6825.0
2008/03,Alberta,Total firm deliveries,v44159022,10.9,14349.0
2008/04,Alberta,Total firm deliveries,v44159022,10.9,4365.0
2008/05,Alberta,Total firm deliveries,v44159022,10.9,2507.0
2008/06,Alberta,Total firm deliveries,v44159022,10.9,740.0
2008/07,Alberta,Total firm deliveries,v44159022,10.9,1470.0
2008/08,Alberta,Total firm deliveries,v44159022,10.9,217.0
2008/09,Alberta,Total firm deliveries,v44159022,10.9,6865.0
2008/10,Alberta,Total firm deliveries,v44159022,10.9,707.0
2008/11,Alberta,Total firm deliveries,v44159022,10.9,499.0
2008/12,Alberta,Total firm deliveries,v44159022,10.9,4133.0
2009/01,Alberta,Total firm deliveries,v44159022,10.9,1336.0
2009/02,Alberta,Total firm deliveries,v44159022,10.9,9.0
2009/03,Alberta,Total firm deliveries,v44159022,10.9,4560.0
2009/04,Alberta,Total firm deliveries,v44159022,10.9,4125.0
2009/05,Alberta,Total firm deliveries,v44159022,10.9,0.0
2009/06,Alberta,Total firm deliveries,v44159022,10.9,3852.0
2009/07,Alberta,Total firm deliveries,v44159022,10.9,0.0
2009/08,Alberta,Total firm deliveries,v44159022,10.9,0.0
2009/09,Alberta,Total firm deliveries,v44159022,10.9,150.0
2009/10,Alberta,Total firm deliveries,v44159022,10.9,280.0
2009/11,Alberta,Total firm deliveries,v44159022,10.9,0.0
2009/12,Alberta,Total firm deliveries,v44159022,10.9,599.0
2010/01,Alberta,Total firm deliveries,v44159022,10.9,3072.0
2010/02,Alberta,Total firm deliveries,v44159022,10.9,3150.0
2010/03,Alberta,Total firm deliveries,v44159022,10.9,5558.0
2010/04,Alberta,Total firm deliveries,v44159022,10.9,2325.0
2010/05,Alberta,Total firm deliveries,v44159022,10.9,784.0
2010/06,Alberta,Total firm deliveries,v44159022,10.9,0.0
2010/07,Alberta,Total firm deliveries,v44159022,10.9,1369.0
2010/08,Alberta,Total firm deliveries,v44159022,10.9,1871.0
2010/09,Alberta,Total firm deliveries,v44159022,10.9,13107.0
2010/10,Alberta,Total firm deliveries,v44159022,10.9,8986.0
2010/11,Alberta,Total firm deliveries,v44159022,10.9,53085.0
2010/12,Alberta,Total firm deliveries,v44159022,10.9,42053.0
2011/01,Alberta,Total firm deliveries,v44159022,10.9,0.0
2011/02,Alberta,Total firm deliveries,v44159022,10.9,9373.0
2011/03,Alberta,Total firm deliveries,v44159022,10.9,1168.0
2011/04,Alberta,Total firm deliveries,v44159022,10.9,923.0
2011/05,Alberta,Total firm deliveries,v44159022,10.9,3733.0
2011/06,Alberta,Total firm deliveries,v44159022,10.9,..
2011/07,Alberta,Total firm deliveries,v44159022,10.9,175.0
2011/08,Alberta,Total firm deliveries,v44159022,10.9,..
2011/09,Alberta,Total firm deliveries,v44159022,10.9,575.0
2011/10,Alberta,Total firm deliveries,v44159022,10.9,345.0
2011/11,Alberta,Total firm deliveries,v44159022,10.9,..
2011/12,Alberta,Total firm deliveries,v44159022,10.9,300.0
2012/01,Alberta,Total firm deliveries,v44159022,10.9,4570.0
2012/02,Alberta,Total firm deliveries,v44159022,10.9,2656.0
2012/03,Alberta,Total firm deliveries,v44159022,10.9,3173.0
2012/04,Alberta,Total firm deliveries,v44159022,10.9,2570.0
2012/05,Alberta,Total firm deliveries,v44159022,10.9,2530.0
2012/06,Alberta,Total firm deliveries,v44159022,10.9,2448.0
2012/07,Alberta,Total firm deliveries,v44159022,10.9,2530.0
2012/08,Alberta,Total firm deliveries,v44159022,10.9,2581.0
2012/09,Alberta,Total firm deliveries,v44159022,10.9,2520.0
2012/10,Alberta,Total firm deliveries,v44159022,10.9,5677.0
2012/11,Alberta,Total firm deliveries,v44159022,10.9,3068.0
2012/12,Alberta,Total firm deliveries,v44159022,10.9,2976.0
2013/01,Alberta,Total firm deliveries,v44159022,10.9,3175.0
2013/02,Alberta,Total firm deliveries,v44159022,10.9,15624.0
2013/03,Alberta,Total firm deliveries,v44159022,10.9,5218.0
2013/04,Alberta,Total firm deliveries,v44159022,10.9,2520.0
2013/05,Alberta,Total firm deliveries,v44159022,10.9,5468.0
2013/06,Alberta,Total firm deliveries,v44159022,10.9,4083.0
2013/07,Alberta,Total firm deliveries,v44159022,10.9,26608.0
2013/08,Alberta,Total firm deliveries,v44159022,10.9,800.0
2013/09,Alberta,Total firm deliveries,v44159022,10.9,150.0
2013/10,Alberta,Total firm deliveries,v44159022,10.9,8026.0
2013/11,Alberta,Total firm deliveries,v44159022,10.9,4463.0
2013/12,Alberta,Total firm deliveries,v44159022,10.9,6588.0
2014/01,Alberta,Total firm deliveries,v44159022,10.9,995.0
2014/02,Alberta,Total firm deliveries,v44159022,10.9,136.0
2014/03,Alberta,Total firm deliveries,v44159022,10.9,..
2014/04,Alberta,Total firm deliveries,v44159022,10.9,..
2014/05,Alberta,Total firm deliveries,v44159022,10.9,1392.0
2014/06,Alberta,Total firm deliveries,v44159022,10.9,700.0
2014/07,Alberta,Total firm deliveries,v44159022,10.9,370.0
2014/08,Alberta,Total firm deliveries,v44159022,10.9,6074.0
2014/09,Alberta,Total firm deliveries,v44159022,10.9,2852.0
2014/10,Alberta,Total firm deliveries,v44159022,10.9,4097.0
2014/11,Alberta,Total firm deliveries,v44159022,10.9,670.0
2014/12,Alberta,Total firm deliveries,v44159022,10.9,1059.0
2015/01,Alberta,Total firm deliveries,v44159022,10.9,1719.0
2015/02,Alberta,Total firm deliveries,v44159022,10.9,105.0
2015/03,Alberta,Total firm deliveries,v44159022,10.9,..
2015/04,Alberta,Total firm deliveries,v44159022,10.9,310.0
2015/05,Alberta,Total firm deliveries,v44159022,10.9,4788.0
2015/06,Alberta,Total firm deliveries,v44159022,10.9,2545.0
2015/07,Alberta,Total firm deliveries,v44159022,10.9,4064.0
2015/08,Alberta,Total firm deliveries,v44159022,10.9,15906.0
2015/09,Alberta,Total firm deliveries,v44159022,10.9,41667.0
2015/10,Alberta,Total firm deliveries,v44159022,10.9,36816.0
2015/11,Alberta,Total firm deliveries,v44159022,10.9,9927.0
2015/12,Alberta,Total firm deliveries,v44159022,10.9,10580.0
2008/01,Alberta,Firm deliveries to other provinces,v44159010,10.10,2608.0
2008/02,Alberta,Firm deliveries to other provinces,v44159010,10.10,5358.0
2008/03,Alberta,Firm deliveries to other provinces,v44159010,10.10,11642.0
2008/04,Alberta,Firm deliveries to other provinces,v44159010,10.10,1168.0
2008/05,Alberta,Firm deliveries to other provinces,v44159010,10.10,600.0
2008/06,Alberta,Firm deliveries to other provinces,v44159010,10.10,730.0
2008/07,Alberta,Firm deliveries to other provinces,v44159010,10.10,580.0
2008/08,Alberta,Firm deliveries to other provinces,v44159010,10.10,217.0
2008/09,Alberta,Firm deliveries to other provinces,v44159010,10.10,6865.0
2008/10,Alberta,Firm deliveries to other provinces,v44159010,10.10,607.0
2008/11,Alberta,Firm deliveries to other provinces,v44159010,10.10,399.0
2008/12,Alberta,Firm deliveries to other provinces,v44159010,10.10,4133.0
2009/01,Alberta,Firm deliveries to other provinces,v44159010,10.10,1336.0
2009/02,Alberta,Firm deliveries to other provinces,v44159010,10.10,9.0
2009/03,Alberta,Firm deliveries to other provinces,v44159010,10.10,4545.0
2009/04,Alberta,Firm deliveries to other provinces,v44159010,10.10,4025.0
2009/05,Alberta,Firm deliveries to other provinces,v44159010,10.10,0.0
2009/06,Alberta,Firm deliveries to other provinces,v44159010,10.10,3852.0
2009/07,Alberta,Firm deliveries to other provinces,v44159010,10.10,0.0
2009/08,Alberta,Firm deliveries to other provinces,v44159010,10.10,0.0
2009/09,Alberta,Firm deliveries to other provinces,v44159010,10.10,150.0
2009/10,Alberta,Firm deliveries to other provinces,v44159010,10.10,280.0
2009/11,Alberta,Firm deliveries to other provinces,v44159010,10.10,0.0
2009/12,Alberta,Firm deliveries to other provinces,v44159010,10.10,195.0
2010/01,Alberta,Firm deliveries to other provinces,v44159010,10.10,3060.0
2010/02,Alberta,Firm deliveries to other provinces,v44159010,10.10,3150.0
2010/03,Alberta,Firm deliveries to other provinces,v44159010,10.10,4925.0
2010/04,Alberta,Firm deliveries to other provinces,v44159010,10.10,1825.0
2010/05,Alberta,Firm deliveries to other provinces,v44159010,10.10,784.0
2010/06,Alberta,Firm deliveries to other provinces,v44159010,10.10,0.0
2010/07,Alberta,Firm deliveries to other provinces,v44159010,10.10,0.0
2010/08,Alberta,Firm deliveries to other provinces,v44159010,10.10,1223.0
2010/09,Alberta,Firm deliveries to other provinces,v44159010,10.10,11542.0
2010/10,Alberta,Firm deliveries to other provinces,v44159010,10.10,8986.0
2010/11,Alberta,Firm deliveries to other provinces,v44159010,10.10,10934.0
2010/12,Alberta,Firm deliveries to other provinces,v44159010,10.10,50.0
2011/01,Alberta,Firm deliveries to other provinces,v44159010,10.10,0.0
2011/02,Alberta,Firm deliveries to other provinces,v44159010,10.10,225.0
2011/03,Alberta,Firm deliveries to other provinces,v44159010,10.10,868.0
2011/04,Alberta,Firm deliveries to other provinces,v44159010,10.10,673.0
2011/05,Alberta,Firm deliveries to other provinces,v44159010,10.10,3483.0
2011/06,Alberta,Firm deliveries to other provinces,v44159010,10.10,..
2011/07,Alberta,Firm deliveries to other provinces,v44159010,10.10,..
2011/08,Alberta,Firm deliveries to other provinces,v44159010,10.10,..
2011/09,Alberta,Firm deliveries to other provinces,v44159010,10.10,..
2011/10,Alberta,Firm deliveries to other provinces,v44159010,10.10,..
2011/11,Alberta,Firm deliveries to other provinces,v44159010,10.10,..
2011/12,Alberta,Firm deliveries to other provinces,v44159010,10.10,..
2012/01,Alberta,Firm deliveries to other provinces,v44159010,10.10,..
2012/02,Alberta,Firm deliveries to other provinces,v44159010,10.10,..
2012/03,Alberta,Firm deliveries to other provinces,v44159010,10.10,..
2012/04,Alberta,Firm deliveries to other provinces,v44159010,10.10,..
2012/05,Alberta,Firm deliveries to other provinces,v44159010,10.10,..
2012/06,Alberta,Firm deliveries to other provinces,v44159010,10.10,..
2012/07,Alberta,Firm deliveries to other provinces,v44159010,10.10,..
