Ref_Date,GEO,COMPONENTS,Vector,Coordinate,Value
2012/01,Manitoba,Firm deliveries to other provinces,v44159131,8.10,39974.0
2012/02,Manitoba,Firm deliveries to other provinces,v44159131,8.10,25589.0
2012/03,Manitoba,Firm deliveries to other provinces,v44159131,8.10,23069.0
2012/04,Manitoba,Firm deliveries to other provinces,v44159131,8.10,15091.0
2012/05,Manitoba,Firm deliveries to other provinces,v44159131,8.10,15034.0
2012/06,Manitoba,Firm deliveries to other provinces,v44159131,8.10,8842.0
2012/07,Manitoba,Firm deliveries to other provinces,v44159131,8.10,10705.0
2012/08,Manitoba,Firm deliveries to other provinces,v44159131,8.10,42962.0
2012/09,Manitoba,Firm deliveries to other provinces,v44159131,8.10,35548.0
2012/10,Manitoba,Firm deliveries to other provinces,v44159131,8.10,29962.0
2012/11,Manitoba,Firm deliveries to other provinces,v44159131,8.10,33747.0
2012/12,Manitoba,Firm deliveries to other provinces,v44159131,8.10,24101.0
2013/01,Manitoba,Firm deliveries to other provinces,v44159131,8.10,30051.0
2013/02,Manitoba,Firm deliveries to other provinces,v44159131,8.10,..
2013/03,Manitoba,Firm deliveries to other provinces,v44159131,8.10,20070.0
2013/04,Manitoba,Firm deliveries to other provinces,v44159131,8.10,..
2013/05,Manitoba,Firm deliveries to other provinces,v44159131,8.10,..
2013/06,Manitoba,Firm deliveries to other provinces,v44159131,8.10,..
2013/07,Manitoba,Firm deliveries to other provinces,v44159131,8.10,..
2013/08,Manitoba,Firm deliveries to other provinces,v44159131,8.10,..
2013/09,Manitoba,Firm deliveries to other provinces,v44159131,8.10,..
2013/10,Manitoba,Firm deliveries to other provinces,v44159131,8.10,..
2013/11,Manitoba,Firm deliveries to other provinces,v44159131,8.10,35604.0
2013/12,Manitoba,Firm deliveries to other provinces,v44159131,8.10,13457.0
2014/01,Manitoba,Firm deliveries to other provinces,v44159131,8.10,20096.0
2014/02,Manitoba,Firm deliveries to other provinces,v44159131,8.10,17663.0
2014/03,Manitoba,Firm deliveries to other provinces,v44159131,8.10,32625.0
2014/04,Manitoba,Firm deliveries to other provinces,v44159131,8.10,22820.0
2014/05,Manitoba,Firm deliveries to other provinces,v44159131,8.10,57554.0
2014/06,Manitoba,Firm deliveries to other provinces,v44159131,8.10,38418.0
2014/07,Manitoba,Firm deliveries to other provinces,v44159131,8.10,49049.0
2014/08,Manitoba,Firm deliveries to other provinces,v44159131,8.10,18375.0
2014/09,Manitoba,Firm deliveries to other provinces,v44159131,8.10,15984.0
2014/10,Manitoba,Firm deliveries to other provinces,v44159131,8.10,6134.0
2014/11,Manitoba,Firm deliveries to other provinces,v44159131,8.10,16350.0
2014/12,Manitoba,Firm deliveries to other provinces,v44159131,8.10,18094.0
2015/01,Manitoba,Firm deliveries to other provinces,v44159131,8.10,37966.0
2015/02,Manitoba,Firm deliveries to other provinces,v44159131,8.10,72822.0
2015/03,Manitoba,Firm deliveries to other provinces,v44159131,8.10,..
2015/04,Manitoba,Firm deliveries to other provinces,v44159131,8.10,..
2015/05,Manitoba,Firm deliveries to other provinces,v44159131,8.10,12230.0
2015/06,Manitoba,Firm deliveries to other provinces,v44159131,8.10,..
2015/07,Manitoba,Firm deliveries to other provinces,v44159131,8.10,..
2015/08,Manitoba,Firm deliveries to other provinces,v44159131,8.10,..
2015/09,Manitoba,Firm deliveries to other provinces,v44159131,8.10,..
2015/10,Manitoba,Firm deliveries to other provinces,v44159131,8.10,..
2015/11,Manitoba,Firm deliveries to other provinces,v44159131,8.10,..
2015/12,Manitoba,Firm deliveries to other provinces,v44159131,8.10,..
2008/01,Manitoba,Firm deliveries to the United States,v44159132,8.11,219028.0
2008/02,Manitoba,Firm deliveries to the United States,v44159132,8.11,194832.0
2008/03,Manitoba,Firm deliveries to the United States,v44159132,8.11,194792.0
2008/04,Manitoba,Firm deliveries to the United States,v44159132,8.11,214578.0
2008/05,Manitoba,Firm deliveries to the United States,v44159132,8.11,296340.0
2008/06,Manitoba,Firm deliveries to the United States,v44159132,8.11,306764.0
2008/07,Manitoba,Firm deliveries to the United States,v44159132,8.11,444587.0
2008/08,Manitoba,Firm deliveries to the United States,v44159132,8.11,431831.0
2008/09,Manitoba,Firm deliveries to the United States,v44159132,8.11,353112.0
2008/10,Manitoba,Firm deliveries to the United States,v44159132,8.11,336464.0
2008/11,Manitoba,Firm deliveries to the United States,v44159132,8.11,195836.0
2008/12,Manitoba,Firm deliveries to the United States,v44159132,8.11,199643.0
2009/01,Manitoba,Firm deliveries to the United States,v44159132,8.11,201688.0
2009/02,Manitoba,Firm deliveries to the United States,v44159132,8.11,192143.0
2009/03,Manitoba,Firm deliveries to the United States,v44159132,8.11,211829.0
2009/04,Manitoba,Firm deliveries to the United States,v44159132,8.11,214647.0
2009/05,Manitoba,Firm deliveries to the United States,v44159132,8.11,449294.0
2009/06,Manitoba,Firm deliveries to the United States,v44159132,8.11,497711.0
2009/07,Manitoba,Firm deliveries to the United States,v44159132,8.11,603695.0
2009/08,Manitoba,Firm deliveries to the United States,v44159132,8.11,626255.0
2009/09,Manitoba,Firm deliveries to the United States,v44159132,8.11,259430.0
2009/10,Manitoba,Firm deliveries to the United States,v44159132,8.11,279883.0
2009/11,Manitoba,Firm deliveries to the United States,v44159132,8.11,195383.0
2009/12,Manitoba,Firm deliveries to the United States,v44159132,8.11,208752.0
2010/01,Manitoba,Firm deliveries to the United States,v44159132,8.11,185753.0
2010/02,Manitoba,Firm deliveries to the United States,v44159132,8.11,185634.0
2010/03,Manitoba,Firm deliveries to the United States,v44159132,8.11,214006.0
2010/04,Manitoba,Firm deliveries to the United States,v44159132,8.11,199253.0
2010/05,Manitoba,Firm deliveries to the United States,v44159132,8.11,231137.0
2010/06,Manitoba,Firm deliveries to the United States,v44159132,8.11,331378.0
2010/07,Manitoba,Firm deliveries to the United States,v44159132,8.11,392084.0
2010/08,Manitoba,Firm deliveries to the United States,v44159132,8.11,392164.0
2010/09,Manitoba,Firm deliveries to the United States,v44159132,8.11,337720.0
2010/10,Manitoba,Firm deliveries to the United States,v44159132,8.11,286446.0
2010/11,Manitoba,Firm deliveries to the United States,v44159132,8.11,178402.0
2010/12,Manitoba,Firm deliveries to the United States,v44159132,8.11,165372.0
2011/01,Manitoba,Firm deliveries to the United States,v44159132,8.11,123726.0
2011/02,Manitoba,Firm deliveries to the United States,v44159132,8.11,131930.0
2011/03,Manitoba,Firm deliveries to the United States,v44159132,8.11,179720.0
2011/04,Manitoba,Firm deliveries to the United States,v44159132,8.11,180381.0
2011/05,Manitoba,Firm deliveries to the United States,v44159132,8.11,233148.0
2011/06,Manitoba,Firm deliveries to the United States,v44159132,8.11,371054.0
2011/07,Manitoba,Firm deliveries to the United States,v44159132,8.11,374061.0
2011/08,Manitoba,Firm deliveries to the United States,v44159132,8.11,392363.0
2011/09,Manitoba,Firm deliveries to the United States,v44159132,8.11,332979.0
2011/10,Manitoba,Firm deliveries to the United States,v44159132,8.11,289130.0
2011/11,Manitoba,Firm deliveries to the United States,v44159132,8.11,265604.0
2011/12,Manitoba,Firm deliveries to the United States,v44159132,8.11,204242.0
2012/01,Manitoba,Firm deliveries to the United States,v44159132,8.11,193777.0
2012/02,Manitoba,Firm deliveries to the United States,v44159132,8.11,148612.0
2012/03,Manitoba,Firm deliveries to the United States,v44159132,8.11,252751.0
2012/04,Manitoba,Firm deliveries to the United States,v44159132,8.11,221621.0
2012/05,Manitoba,Firm deliveries to the United States,v44159132,8.11,260404.0
2012/06,Manitoba,Firm deliveries to the United States,v44159132,8.11,322539.0
2012/07,Manitoba,Firm deliveries to the United States,v44159132,8.11,369892.0
2012/08,Manitoba,Firm deliveries to the United States,v44159132,8.11,389696.0
2012/09,Manitoba,Firm deliveries to the United States,v44159132,8.11,311281.0
2012/10,Manitoba,Firm deliveries to the United States,v44159132,8.11,265602.0
2012/11,Manitoba,Firm deliveries to the United States,v44159132,8.11,227371.0
2012/12,Manitoba,Firm deliveries to the United States,v44159132,8.11,191770.0
2013/01,Manitoba,Firm deliveries to the United States,v44159132,8.11,237073.0
2013/02,Manitoba,Firm deliveries to the United States,v44159132,8.11,222576.0
2013/03,Manitoba,Firm deliveries to the United States,v44159132,8.11,255471.0
2013/04,Manitoba,Firm deliveries to the United States,v44159132,8.11,275835.0
2013/05,Manitoba,Firm deliveries to the United States,v44159132,8.11,295698.0
2013/06,Manitoba,Firm deliveries to the United States,v44159132,8.11,216857.0
2013/07,Manitoba,Firm deliveries to the United States,v44159132,8.11,401326.0
2013/08,Manitoba,Firm deliveries to the United States,v44159132,8.11,462267.0
2013/09,Manitoba,Firm deliveries to the United States,v44159132,8.11,304457.0
2013/10,Manitoba,Firm deliveries to the United States,v44159132,8.11,343335.0
2013/11,Manitoba,Firm deliveries to the United States,v44159132,8.11,262308.0
2013/12,Manitoba,Firm deliveries to the United States,v44159132,8.11,189566.0
2014/01,Manitoba,Firm deliveries to the United States,v44159132,8.11,201568.0
2014/02,Manitoba,Firm deliveries to the United States,v44159132,8.11,164025.0
2014/03,Manitoba,Firm deliveries to the United States,v44159132,8.11,211716.0
2014/04,Manitoba,Firm deliveries to the United States,v44159132,8.11,265134.0
2014/05,Manitoba,Firm deliveries to the United States,v44159132,8.11,273362.0
2014/06,Manitoba,Firm deliveries to the United States,v44159132,8.11,406206.0
2014/07,Manitoba,Firm deliveries to the United States,v44159132,8.11,460241.0
2014/08,Manitoba,Firm deliveries to the United States,v44159132,8.11,451128.0
2014/09,Manitoba,Firm deliveries to the United States,v44159132,8.11,383823.0
2014/10,Manitoba,Firm deliveries to the United States,v44159132,8.11,175135.0
2014/11,Manitoba,Firm deliveries to the United States,v44159132,8.11,160518.0
2014/12,Manitoba,Firm deliveries to the United States,v44159132,8.11,184610.0
2015/01,Manitoba,Firm deliveries to the United States,v44159132,8.11,177074.0
2015/02,Manitoba,Firm deliveries to the United States,v44159132,8.11,161170.0
2015/03,Manitoba,Firm deliveries to the United States,v44159132,8.11,176858.0
2015/04,Manitoba,Firm deliveries to the United States,v44159132,8.11,176569.0
2015/05,Manitoba,Firm deliveries to the United States,v44159132,8.11,239138.0
2015/06,Manitoba,Firm deliveries to the United States,v44159132,8.11,233363.0
2015/07,Manitoba,Firm deliveries to the United States,v44159132,8.11,248117.0
2015/08,Manitoba,Firm deliveries to the United States,v44159132,8.11,227765.0
2015/09,Manitoba,Firm deliveries to the United States,v44159132,8.11,239772.0
2015/10,Manitoba,Firm deliveries to the United States,v44159132,8.11,216747.0
2015/11,Manitoba,Firm deliveries to the United States,v44159132,8.11,94168.0
2015/12,Manitoba,Firm deliveries to the United States,v44159132,8.11,102161.0
2008/01,Manitoba,Total non-firm deliveries,v44159133,8.12,431082.0
2008/02,Manitoba,Total non-firm deliveries,v44159133,8.12,388614.0
2008/03,Manitoba,Total non-firm deliveries,v44159133,8.12,529195.0
2008/04,Manitoba,Total non-firm deliveries,v44159133,8.12,681474.0
2008/05,Manitoba,Total non-firm deliveries,v44159133,8.12,679790.0
2008/06,Manitoba,Total non-firm deliveries,v44159133,8.12,593937.0
2008/07,Manitoba,Total non-firm deliveries,v44159133,8.12,907166.0
2008/08,Manitoba,Total non-firm deliveries,v44159133,8.12,990453.0
2008/09,Manitoba,Total non-firm deliveries,v44159133,8.12,931485.0
2008/10,Manitoba,Total non-firm deliveries,v44159133,8.12,847629.0
2008/11,Manitoba,Total non-firm deliveries,v44159133,8.12,761867.0
2008/12,Manitoba,Total non-firm deliveries,v44159133,8.12,299998.0
2009/01,Manitoba,Total non-firm deliveries,v44159133,8.12,225391.0
2009/02,Manitoba,Total non-firm deliveries,v44159133,8.12,262058.0
2009/03,Manitoba,Total non-firm deliveries,v44159133,8.12,286220.0
2009/04,Manitoba,Total non-firm deliveries,v44159133,8.12,568361.0
2009/05,Manitoba,Total non-firm deliveries,v44159133,8.12,557776.0
2009/06,Manitoba,Total non-firm deliveries,v44159133,8.12,559541.0
2009/07,Manitoba,Total non-firm deliveries,v44159133,8.12,666283.0
2009/08,Manitoba,Total non-firm deliveries,v44159133,8.12,644178.0
2009/09,Manitoba,Total non-firm deliveries,v44159133,8.12,841641.0
2009/10,Manitoba,Total non-firm deliveries,v44159133,8.12,1006553.0
2009/11,Manitoba,Total non-firm deliveries,v44159133,8.12,779115.0
2009/12,Manitoba,Total non-firm deliveries,v44159133,8.12,309824.0
2010/01,Manitoba,Total non-firm deliveries,v44159133,8.12,411742.0
2010/02,Manitoba,Total non-firm deliveries,v44159133,8.12,333118.0
2010/03,Manitoba,Total non-firm deliveries,v44159133,8.12,595069.0
2010/04,Manitoba,Total non-firm deliveries,v44159133,8.12,628823.0
2010/05,Manitoba,Total non-firm deliveries,v44159133,8.12,297303.0
2010/06,Manitoba,Total non-firm deliveries,v44159133,8.12,574363.0
2010/07,Manitoba,Total non-firm deliveries,v44159133,8.12,855177.0
2010/08,Manitoba,Total non-firm deliveries,v44159133,8.12,921483.0
2010/09,Manitoba,Total non-firm deliveries,v44159133,8.12,811395.0
2010/10,Manitoba,Total non-firm deliveries,v44159133,8.12,942651.0
2010/11,Manitoba,Total non-firm deliveries,v44159133,8.12,702566.0
2010/12,Manitoba,Total non-firm deliveries,v44159133,8.12,454289.0
2011/01,Manitoba,Total non-firm deliveries,v44159133,8.12,379801.0
2011/02,Manitoba,Total non-firm deliveries,v44159133,8.12,418021.0
2011/03,Manitoba,Total non-firm deliveries,v44159133,8.12,629218.0
2011/04,Manitoba,Total non-firm deliveries,v44159133,8.12,757207.0
2011/05,Manitoba,Total non-firm deliveries,v44159133,8.12,904380.0
2011/06,Manitoba,Total non-firm deliveries,v44159133,8.12,756689.0
2011/07,Manitoba,Total non-firm deliveries,v44159133,8.12,1027922.0
2011/08,Manitoba,Total non-firm deliveries,v44159133,8.12,963463.0
2011/09,Manitoba,Total non-firm deliveries,v44159133,8.12,656599.0
2011/10,Manitoba,Total non-firm deliveries,v44159133,8.12,556019.0
2011/11,Manitoba,Total non-firm deliveries,v44159133,8.12,337641.0
2011/12,Manitoba,Total non-firm deliveries,v44159133,8.12,208358.0
2012/01,Manitoba,Total non-firm deliveries,v44159133,8.12,251080.0
2012/02,Manitoba,Total non-firm deliveries,v44159133,8.12,152319.0
2012/03,Manitoba,Total non-firm deliveries,v44159133,8.12,278736.0
2012/04,Manitoba,Total non-firm deliveries,v44159133,8.12,264392.0
2012/05,Manitoba,Total non-firm deliveries,v44159133,8.12,496661.0
2012/06,Manitoba,Total non-firm deliveries,v44159133,8.12,540802.0
2012/07,Manitoba,Total non-firm deliveries,v44159133,8.12,858840.0
2012/08,Manitoba,Total non-firm deliveries,v44159133,8.12,899613.0
2012/09,Manitoba,Total non-firm deliveries,v44159133,8.12,762049.0
2012/10,Manitoba,Total non-firm deliveries,v44159133,8.12,404814.0
2012/11,Manitoba,Total non-firm deliveries,v44159133,8.12,291372.0
2012/12,Manitoba,Total non-firm deliveries,v44159133,8.12,174382.0
2013/01,Manitoba,Total non-firm deliveries,v44159133,8.12,167054.0
2013/02,Manitoba,Total non-firm deliveries,v44159133,8.12,220976.0
2013/03,Manitoba,Total non-firm deliveries,v44159133,8.12,422978.0
2013/04,Manitoba,Total non-firm deliveries,v44159133,8.12,405070.0
2013/05,Manitoba,Total non-firm deliveries,v44159133,8.12,849923.0
2013/06,Manitoba,Total non-firm deliveries,v44159133,8.12,885463.0
2013/07,Manitoba,Total non-firm deliveries,v44159133,8.12,982610.0
2013/08,Manitoba,Total non-firm deliveries,v44159133,8.12,993138.0
2013/09,Manitoba,Total non-firm deliveries,v44159133,8.12,723374.0
2013/10,Manitoba,Total non-firm deliveries,v44159133,8.12,825064.0
2013/11,Manitoba,Total non-firm deliveries,v44159133,8.12,352686.0
2013/12,Manitoba,Total non-firm deliveries,v44159133,8.12,133018.0
2014/01,Manitoba,Total non-firm deliveries,v44159133,8.12,158279.0
2014/02,Manitoba,Total non-firm deliveries,v44159133,8.12,171557.0
2014/03,Manitoba,Total non-firm deliveries,v44159133,8.12,323599.0
2014/04,Manitoba,Total non-firm deliveries,v44159133,8.12,469450.0
2014/05,Manitoba,Total non-firm deliveries,v44159133,8.12,550864.0
2014/06,Manitoba,Total non-firm deliveries,v44159133,8.12,772263.0
2014/07,Manitoba,Total non-firm deliveries,v44159133,8.12,836347.0
2014/08,Manitoba,Total non-firm deliveries,v44159133,8.12,880063.0
2014/09,Manitoba,Total non-firm deliveries,v44159133,8.12,610005.0
2014/10,Manitoba,Total non-firm deliveries,v44159133,8.12,237383.0
2014/11,Manitoba,Total non-firm deliveries,v44159133,8.12,458863.0
2014/12,Manitoba,Total non-firm deliveries,v44159133,8.12,392886.0
2015/01,Manitoba,Total non-firm deliveries,v44159133,8.12,350075.0
2015/02,Manitoba,Total non-firm deliveries,v44159133,8.12,90826.0
2015/03,Manitoba,Total non-firm deliveries,v44159133,8.12,536503.0
2015/04,Manitoba,Total non-firm deliveries,v44159133,8.12,713983.0
2015/05,Manitoba,Total non-firm deliveries,v44159133,8.12,822001.0
2015/06,Manitoba,Total non-firm deliveries,v44159133,8.12,787296.0
2015/07,Manitoba,Total non-firm deliveries,v44159133,8.12,766608.0
2015/08,Manitoba,Total non-firm deliveries,v44159133,8.12,933308.0
2015/09,Manitoba,Total non-firm deliveries,v44159133,8.12,757664.0
2015/10,Manitoba,Total non-firm deliveries,v44159133,8.12,700315.0
2015/11,Manitoba,Total non-firm deliveries,v44159133,8.12,607395.0
2015/12,Manitoba,Total non-firm deliveries,v44159133,8.12,517635.0
2008/01,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,126595.0
2008/02,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,105666.0
2008/03,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,156932.0
2008/04,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,142404.0
2008/05,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,142404.0
2008/06,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,99077.0
2008/07,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,107280.0
2008/08,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,130719.0
2008/09,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,136388.0
2008/10,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,153142.0
2008/11,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,146941.0
2008/12,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,102583.0
2009/01,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,101561.0
2009/02,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,88458.0
2009/03,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,91472.0
2009/04,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,101407.0
2009/05,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,109142.0
2009/06,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,124848.0
2009/07,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,145051.0
2009/08,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,131751.0
2009/09,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,120449.0
2009/10,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,139629.0
2009/11,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,126298.0
2009/12,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,129455.0
2010/01,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,117052.0
2010/02,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,94120.0
2010/03,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,99022.0
2010/04,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,126030.0
2010/05,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,102756.0
2010/06,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,113277.0
2010/07,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,116885.0
2010/08,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,172629.0
2010/09,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,154810.0
2010/10,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,153697.0
2010/11,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,155319.0
2010/12,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,151244.0
2011/01,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,134247.0
2011/02,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,87090.0
2011/03,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,126230.0
2011/04,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,138983.0
2011/05,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,107331.0
2011/06,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,110041.0
2011/07,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,152182.0
2011/08,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,170460.0
2011/09,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,169999.0
2011/10,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,45104.0
2011/11,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,39100.0
2011/12,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,49075.0
2012/01,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,72153.0
2012/02,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,59024.0
2012/03,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,47958.0
2012/04,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,28269.0
2012/05,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,31804.0
2012/06,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,5675.0
2012/07,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,21239.0
2012/08,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,37838.0
2012/09,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,40559.0
2012/10,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,59847.0
2012/11,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,66290.0
2012/12,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,89659.0
2013/01,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,80860.0
2013/02,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,67427.0
2013/03,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,70380.0
2013/04,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,50131.0
2013/05,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,42795.0
2013/06,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,33042.0
2013/07,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,27079.0
2013/08,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,90779.0
2013/09,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,72341.0
2013/10,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,72314.0
2013/11,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,42094.0
2013/12,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,43388.0
2014/01,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,62956.0
2014/02,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,65602.0
2014/03,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,53769.0
2014/04,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,44246.0
2014/05,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,49981.0
2014/06,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,27626.0
2014/07,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,30525.0
2014/08,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,37318.0
2014/09,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,35670.0
2014/10,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,77909.0
2014/11,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,72715.0
2014/12,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,69449.0
2015/01,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,60656.0
2015/02,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,..
2015/03,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,107981.0
2015/04,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,42303.0
2015/05,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,6955.0
2015/06,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,39210.0
2015/07,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,61127.0
2015/08,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,48996.0
2015/09,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,50447.0
2015/10,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,118549.0
2015/11,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,58260.0
2015/12,Manitoba,Non-firm deliveries to other provinces,v44159134,8.13,64615.0
2008/01,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,304487.0
2008/02,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,282948.0
2008/03,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,372263.0
2008/04,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,539070.0
2008/05,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,537386.0
2008/06,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,494860.0
2008/07,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,799886.0
2008/08,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,859734.0
2008/09,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,795097.0
2008/10,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,694487.0
2008/11,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,614926.0
2008/12,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,197415.0
2009/01,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,123830.0
2009/02,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,173600.0
2009/03,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,194748.0
2009/04,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,466954.0
2009/05,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,448634.0
2009/06,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,434693.0
2009/07,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,521232.0
2009/08,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,512427.0
2009/09,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,721192.0
2009/10,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,866924.0
2009/11,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,652817.0
2009/12,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,180369.0
2010/01,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,294690.0
2010/02,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,238998.0
2010/03,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,496047.0
2010/04,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,502793.0
2010/05,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,194547.0
2010/06,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,461086.0
2010/07,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,738292.0
2010/08,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,748854.0
2010/09,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,656585.0
2010/10,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,788954.0
